Назва файлу,Test_Case,Зона,Кадр,Ітерація,ROI,class,x,y,w,h
Test_Case_3_Z2_0_2_ROI_004_png.rf.8d7a9ab3d97b19449041b01173a590f6.txt,3,2,0,2,004,1,0.38046875,0.3953125,0.209375,0.10234375
Test_Case_3_Z2_0_2_ROI_005_png.rf.5d3b7beb682df3d735d4df19ac5e817b.txt,3,2,0,2,005,1,0.37421875,0.496875,0.3421875,0.109375
Test_Case_3_Z2_0_3_ROI_001_png.rf.70b1ec982b43f4349c4164c834242e24.txt,3,2,0,3,001,1,0.48515625,0.50703125,0.22890625,0.10859375
Test_Case_2_Z1_E-1_1_ROI_001_png.rf.f23b36357291b900563aa5194e0acccd.txt,2,1,E-1,1,001,0,0.62109375,0.45,0.3046875,0.215625
Test_Case_2_Z1_E-1_1_ROI_002_png.rf.1a7d435d40af535e6741e2735d5e8d7b.txt,2,1,E-1,1,002,1,0.46640625,0.50078125,0.22734375,0.07890625
Test_Case_2_Z1_E-1_2_ROI_001_png.rf.03fab668aa566cc222504f55a7f84d19.txt,2,1,E-1,2,001,0,0.62421875,0.521875,0.28984375,0.11171875
Test_Case_2_Z1_E-1_2_ROI_002_png.rf.9c8dd78a7a0efb2c4db41013ac21c947.txt,2,1,E-1,2,002,1,0.4546875,0.49296875,0.21796875,0.065625
Test_Case_2_Z1_E-1_3_ROI_001_png.rf.63ddd3c3f22e5f3a6ba1d36af52c24da.txt,2,1,E-1,3,001,0,0.6046875,0.40859375,0.26484375,0.23203125
Test_Case_2_Z1_E-1_3_ROI_001_png.rf.eac49628462f661925b774f426c71e38.txt,2,1,E-1,3,001,1,0.41484375,0.50078125,0.23046875,0.0734375
Test_Case_2_Z1_E-1_3_ROI_002_png.rf.a9ba14f458d96a0c28f4674f622ffff4.txt,2,1,E-1,3,002,1,0.428125,0.471875,0.2171875,0.078125
Test_Case_2_Z1_E-1_4_ROI_001_png.rf.3fa18f2d25c9e5d9a805d65e925df7fa.txt,2,1,E-1,4,001,1,0.43515625,0.53046875,0.225,0.06953125
Test_Case_1_Z2_5_5_ROI_001_png.rf.8a96b0402addca2ddc450112ff95abe8.txt,1,2,5,5,001,1,0.490625,0.47734375,0.24609375,0.09609375
Test_Case_1_Z2_5_5_ROI_002_png.rf.02eaa544866ef7a8ca4f3b073517afd7.txt,1,2,5,5,002,1,0.3703125,0.5015625,0.22421875,0.12578125
Test_Case_1_Z2_5_5_ROI_004_png.rf.b9663b9d6efbfa8de65d0fb9d3bfde84.txt,1,2,5,5,004,1,0.42734375,0.38515625,0.303125,0.128125
Test_Case_1_Z2_6_1_ROI_001_png.rf.b686de3bf8f02bcca3e1d848a00b2680.txt,1,2,6,1,001,1,0.55703125,0.48984375,0.25546875,0.10859375
Test_Case_1_Z2_6_1_ROI_002_png.rf.8a7e8ebed099f72e70c5f70f1caf84cd.txt,1,2,6,1,002,1,0.4296875,0.49296875,0.2375,0.121875
Test_Case_1_Z2_6_1_ROI_004_png.rf.282a2522686e6f1f45a74fabc5f3cb3f.txt,1,2,6,1,004,1,0.43515625,0.32421875,0.28984375,0.11640625
Test_Case_1_Z2_6_1_ROI_005_png.rf.1cd02ddfa2829841189b1b6a33e4bce8.txt,1,2,6,1,005,1,0.40625,0.47421875,0.3421875,0.08515625
Test_Case_1_Z2_6_2_ROI_001_png.rf.e675351e22332d57e83d9395a153d118.txt,1,2,6,2,001,1,0.5609375,0.471875,0.25390625,0.10859375
Test_Case_5_Z2_2_2_ROI_001_png.rf.014d82be16544787e955173cb720e886.txt,5,2,2,2,001,1,0.5328125,0.50703125,0.26640625,0.1234375
Test_Case_5_Z2_2_2_ROI_002_png.rf.be745b65d8ed4a45684af344dc855032.txt,5,2,2,2,002,1,0.478125,0.48671875,0.23828125,0.1125
Test_Case_5_Z2_2_2_ROI_003_png.rf.cd1ddf3d0bd931e626798f297d75ce39.txt,5,2,2,2,003,1,0.45234375,0.46484375,0.259375,0.1453125
Test_Case_5_Z2_2_2_ROI_004_png.rf.6dfd1172359036bf602e2041135395b3.txt,5,2,2,2,004,1,0.43203125,0.34609375,0.25625,0.1203125
Test_Case_5_Z2_2_2_ROI_005_png.rf.0b9847fa310761994aef04f3807890de.txt,5,2,2,2,005,1,0.40546875,0.52578125,0.29375,0.09765625
Test_Case_5_Z2_2_3_ROI_005_png.rf.1825e9d87617b630a696aa69f32e3ecb.txt,5,2,2,3,005,1,0.3875,0.52265625,0.38515625,0.1078125
Test_Case_5_Z2_2_4_ROI_002_png.rf.cb32b051c9693ab871955de6fb8b52af.txt,5,2,2,4,002,1,0.43125,0.5125,0.2765625,0.13125
Test_Case_5_Z2_2_4_ROI_004_png.rf.87ca9df4ab709e05bf1e29bedaa9e6b7.txt,5,2,2,4,004,1,0.365625,0.4109375,0.2640625,0.11328125
Test_Case_5_Z2_E-1_1_ROI_004_png.rf.8236d6777db63824cb15e3452153f0b3.txt,5,2,E-1,1,004,1,0.39296875,0.38046875,0.28359375,0.128125
Test_Case_5_Z2_E-1_1_ROI_005_png.rf.9587a3921e64242db76fbdbf9a6fea70.txt,5,2,E-1,1,005,1,0.384375,0.5125,0.3625,0.103125
Test_Case_5_Z2_E-1_2_ROI_001_png.rf.921194d1316c13b70538196c7efbbba8.txt,5,2,E-1,2,001,1,0.5328125,0.509375,0.26015625,0.12421875
Test_Case_5_Z2_E-1_2_ROI_002_png.rf.8fc11ce96b481a73d6a0127d0d08700e.txt,5,2,E-1,2,002,1,0.46875,0.48515625,0.27265625,0.1140625
Test_Case_5_Z2_E-1_2_ROI_003_png.rf.2fa85d844d612d1b3cb6b2d964802847.txt,5,2,E-1,2,003,1,0.44921875,0.45546875,0.25859375,0.14609375
Test_Case_5_Z2_E-1_2_ROI_004_png.rf.804eca8aaf883c4929fcca685bfda0a0.txt,5,2,E-1,2,004,1,0.43046875,0.3453125,0.25625,0.12265625
Test_Case_5_Z2_E-1_3_ROI_001_png.rf.46fb8fd45f7c08e1665df997aef6ae47.txt,5,2,E-1,3,001,1,0.4890625,0.5046875,0.259375,0.125
Test_Case_5_Z2_E-1_3_ROI_002_png.rf.4f4d41c501d88faad3e41c7582e4cd95.txt,5,2,E-1,3,002,1,0.42578125,0.48046875,0.26640625,0.10703125
Test_Case_7_Z2_12_1_ROI_004_png.rf.23e843238142f1174ec3d677efe2d68d.txt,7,2,12,1,004,1,0.49453125,0.47890625,0.25,0.0984375
Test_Case_7_Z2_12_2_ROI_001_png.rf.d92238d6cd5c011083f82d94dc2c1309.txt,7,2,12,2,001,1,0.60859375,0.49296875,0.25859375,0.1109375
Test_Case_7_Z2_12_2_ROI_002_png.rf.369e52ccd1560a92e6e1d869c6a83f4e.txt,7,2,12,2,002,1,0.44921875,0.50859375,0.28359375,0.13984375
Test_Case_7_Z2_12_2_ROI_004_png.rf.f808de943b239dff21210f5d69077566.txt,7,2,12,2,004,1,0.446875,0.4390625,0.2296875,0.09140625
Test_Case_7_Z2_12_2_ROI_005_png.rf.3def496b1f5fc815449c460894fa2121.txt,7,2,12,2,005,1,0.46328125,0.50234375,0.32734375,0.10234375
Test_Case_7_Z2_12_3_ROI_001_png.rf.ced5a85f0c1664f31a4211fd2947d553.txt,7,2,12,3,001,1,0.66640625,0.4890625,0.253125,0.11484375
Test_Case_7_Z2_12_3_ROI_002_png.rf.c36adb72e715c55455bdba856de7f941.txt,7,2,12,3,002,1,0.5046875,0.5015625,0.2625,0.12265625
Test_Case_7_Z2_12_3_ROI_003_png.rf.8355c5cf51f449bafef3aff34f36cb89.txt,7,2,12,3,003,1,0.459375,0.49765625,0.25703125,0.13203125
Test_Case_6_Z2_3_3_ROI_003_png.rf.c094266b01c97a0bb53cf5a0c87bfb54.txt,6,2,3,3,003,1,0.44609375,0.53359375,0.25078125,0.14921875
Test_Case_6_Z2_3_3_ROI_005_png.rf.e94b5b27b0f70063b6a826a2cd862c52.txt,6,2,3,3,005,1,0.40390625,0.50234375,0.3171875,0.11484375
Test_Case_6_Z2_3_4_ROI_001_png.rf.0e1708de69ffbb0379e310ee730c228f.txt,6,2,3,4,001,1,0.5078125,0.484375,0.2609375,0.096875
Test_Case_6_Z2_3_4_ROI_002_png.rf.b74b226f984571d6d28ce4ef76a9acc6.txt,6,2,3,4,002,1,0.446875,0.4734375,0.26328125,0.125
Test_Case_6_Z2_3_4_ROI_003_png.rf.472024ad1cd7cc26eaf2b82b39bc2bdb.txt,6,2,3,4,003,1,0.4265625,0.503125,0.25078125,0.1515625
Test_Case_6_Z2_3_5_ROI_001_png.rf.64ee164f4b1bcfee28906258e01d2b54.txt,6,2,3,5,001,1,0.496875,0.5015625,0.296875,0.11875
Test_Case_6_Z2_3_5_ROI_002_png.rf.a6b19716778e830c45bf9d8117515eb0.txt,6,2,3,5,002,1,0.4296875,0.50078125,0.24375,0.13515625
Test_Case_6_Z2_3_5_ROI_003_png.rf.edc1cf85118811a1067cbce88a4df4be.txt,6,2,3,5,003,1,0.43046875,0.52734375,0.25390625,0.14765625
Test_Case_5_Z1_10_2_ROI_001_png.rf.c8534dbd0b24b9024e2bc4d23fff1e66.txt,5,1,10,2,001,1,0.40546875,0.47734375,0.26015625,0.053125
Test_Case_5_Z1_10_2_ROI_002_png.rf.6c4632f8078404209561bb846eeb4636.txt,5,1,10,2,002,1,0.4609375,0.50625,0.33984375,0.09765625
Test_Case_5_Z1_10_3_ROI_001_png.rf.1ef6648f1c1a63680db870222b7ae77b.txt,5,1,10,3,001,1,0.3359375,0.52109375,0.2484375,0.06796875
Test_Case_5_Z1_10_3_ROI_001_png.rf.35eae71dc9d4b84146264620ea482e6a.txt,5,1,10,3,001,0,0.6125,0.47578125,0.265625,0.19921875
Test_Case_5_Z1_10_3_ROI_002_png.rf.de621b533cec5b381df1ed693d414bfa.txt,5,1,10,3,002,1,0.38828125,0.52265625,0.334375,0.07109375
Test_Case_5_Z1_10_4_ROI_001_png.rf.71896d8de5f6c65161ee03865311666e.txt,5,1,10,4,001,0,0.64140625,0.509375,0.25703125,0.18203125
Test_Case_5_Z1_10_4_ROI_002_png.rf.21e06f6ce237adb51e51327f7d4224ed.txt,5,1,10,4,002,1,0.41171875,0.528125,0.34140625,0.0625
Test_Case_5_Z1_10_5_ROI_001_png.rf.cad5d6f07fb0b384d9b48d7badc780af.txt,5,1,10,5,001,1,0.31015625,0.43359375,0.24765625,0.04921875
Test_Case_7_Z1_2_5_ROI_002_png.rf.301eb931e81575aded33cc6e164dc83d.txt,7,1,2,5,002,1,0.34921875,0.55625,0.22734375,0.07109375
Test_Case_7_Z1_3_1_ROI_001_png.rf.555fa3bfb3c7cb002cfd4138ef193635.txt,7,1,3,1,001,1,0.48203125,0.496875,0.23046875,0.04921875
Test_Case_7_Z1_3_1_ROI_001_png.rf.b48c507140d3ee9f1a1303176259610b.txt,7,1,3,1,001,0,0.66953125,0.5359375,0.31015625,0.07421875
Test_Case_7_Z1_3_1_ROI_002_png.rf.663d17fd7ee2a23aa66103ff258af535.txt,7,1,3,1,002,1,0.49453125,0.4921875,0.23359375,0.0703125
Test_Case_7_Z1_3_2_ROI_001_png.rf.c64640187f3445e79104263d733b26bf.txt,7,1,3,2,001,0,0.66484375,0.54140625,0.32265625,0.1078125
Test_Case_7_Z1_3_2_ROI_001_png.rf.f4a4aab5f0f8e269c08ef7d9ff826332.txt,7,1,3,2,001,1,0.475,0.49140625,0.23125,0.0578125
Test_Case_7_Z1_3_2_ROI_002_png.rf.dda2dec5c7386d7fdb607afd8aceb514.txt,7,1,3,2,002,1,0.48046875,0.5078125,0.23515625,0.065625
Test_Case_7_Z1_3_3_ROI_001_png.rf.831b50af68df338bd227ae02c0fff50b.txt,7,1,3,3,001,0,0.70078125,0.6015625,0.30234375,0.19296875
Test_Case_1_Z2_6_2_ROI_003_png.rf.b2d88aba1d39c38bd717b17a61380218.txt,1,2,6,2,003,1,0.37578125,0.4515625,0.2359375,0.12734375
Test_Case_1_Z2_6_2_ROI_004_png.rf.b5e086aa988a0659e7c4391e33e8e27c.txt,1,2,6,2,004,1,0.42734375,0.33359375,0.296875,0.12734375
Test_Case_1_Z2_6_2_ROI_005_png.rf.6327a134f94e8ccb7fbe92e9e6743f63.txt,1,2,6,2,005,1,0.4140625,0.47265625,0.36171875,0.08515625
Test_Case_1_Z2_6_3_ROI_001_png.rf.ddb036e8dcc8083d615d5d51e3a5d20f.txt,1,2,6,3,001,1,0.53203125,0.4703125,0.25859375,0.1109375
Test_Case_1_Z2_6_3_ROI_002_png.rf.151a748a242388f390c9a6f2aa749f49.txt,1,2,6,3,002,1,0.39921875,0.48828125,0.23671875,0.10234375
Test_Case_1_Z2_6_3_ROI_005_png.rf.dc2fb9d1805f879fe38e0d8928feb607.txt,1,2,6,3,005,1,0.34921875,0.478125,0.3265625,0.1015625
Test_Case_1_Z2_6_4_ROI_001_png.rf.a576c32693fec8cb35682bbc89f329b7.txt,1,2,6,4,001,1,0.55625,0.453125,0.26484375,0.10859375
Test_Case_1_Z2_6_4_ROI_002_png.rf.0f25423cefe7973278362b8596246c3b.txt,1,2,6,4,002,1,0.42734375,0.48828125,0.2421875,0.10703125
Test_Case_1_Z2_6_4_ROI_005_png.rf.723289e14a84a570e8582c5e4d189f34.txt,1,2,6,4,005,1,0.37734375,0.46953125,0.328125,0.10234375
Test_Case_1_Z2_7_1_ROI_001_png.rf.775c0203078ed99deb1df63d54824045.txt,1,2,7,1,001,1,0.55859375,0.48828125,0.23515625,0.10859375
Test_Case_1_Z2_7_1_ROI_004_png.rf.e50d1f2bed0b8199ef650dc535fbb52f.txt,1,2,7,1,004,1,0.43671875,0.325,0.28828125,0.11328125
Test_Case_1_Z2_7_2_ROI_002_png.rf.c7a06a1b9edc300521f941de0e34d6ca.txt,1,2,7,2,002,1,0.4328125,0.44609375,0.23671875,0.12421875
Test_Case_1_Z2_7_2_ROI_003_png.rf.098a3ab5640c6ea1e1ad3537642ff96f.txt,1,2,7,2,003,1,0.37265625,0.45234375,0.22265625,0.11953125
Test_Case_1_Z2_7_2_ROI_004_png.rf.fe4871e4dfffff52f82afe5f7079e865.txt,1,2,7,2,004,1,0.42734375,0.3421875,0.29453125,0.115625
Test_Case_1_Z2_7_2_ROI_005_png.rf.21d7b28def64ce73c8d47f57cc3a85fc.txt,1,2,7,2,005,1,0.41484375,0.4734375,0.375,0.08359375
Test_Case_1_Z2_7_3_ROI_001_png.rf.e63e996169638dc2ef6072ec374f4143.txt,1,2,7,3,001,1,0.53515625,0.471875,0.2703125,0.11015625
Test_Case_1_Z2_7_3_ROI_002_png.rf.0ea877961cdbfde8046dd8ec1381f295.txt,1,2,7,3,002,1,0.396875,0.4859375,0.24453125,0.10390625
Test_Case_5_Z2_8_1_ROI_004_png.rf.b7d623386c0951b041a6ea90eebd7868.txt,5,2,8,1,004,1,0.390625,0.3828125,0.2515625,0.1296875
Test_Case_5_Z2_8_2_ROI_001_png.rf.4672d8d4f819f86dde886466073ed600.txt,5,2,8,2,001,1,0.5296875,0.5078125,0.26015625,0.1265625
Test_Case_5_Z2_8_2_ROI_003_png.rf.f389ff9f5b015e49c77359276c3646c1.txt,5,2,8,2,003,1,0.4453125,0.4578125,0.2609375,0.13984375
Test_Case_5_Z2_8_2_ROI_005_png.rf.16b6acca6a99e9f118f42b0ba058f5df.txt,5,2,8,2,005,1,0.38515625,0.51875,0.3265625,0.090625
Test_Case_5_Z2_8_3_ROI_002_png.rf.3bf7b342e290ecdca3e3f0a303eb853d.txt,5,2,8,3,002,1,0.4171875,0.48125,0.2640625,0.1125
Test_Case_5_Z2_8_3_ROI_003_png.rf.44ae0024d9b6720b11315b9402eb8744.txt,5,2,8,3,003,1,0.38671875,0.453125,0.25703125,0.1328125
Test_Case_5_Z2_8_3_ROI_004_png.rf.c51149404508bbfd1b631ea4c8a62663.txt,5,2,8,3,004,1,0.390625,0.365625,0.2546875,0.09765625
Test_Case_5_Z2_8_3_ROI_005_png.rf.4764fdca75280577c30174a08b1132fb.txt,5,2,8,3,005,1,0.37265625,0.52109375,0.2875,0.096875
Test_Case_3_Z2_13_1_ROI_002_png.rf.81bc31b06e2154f98b8801c62a4212a3.txt,3,2,13,1,002,1,0.45546875,0.48828125,0.23046875,0.11171875
Test_Case_3_Z2_13_1_ROI_003_png.rf.693813247008cc1e6109d4ccc2a82256.txt,3,2,13,1,003,1,0.4109375,0.5109375,0.2421875,0.11953125
Test_Case_3_Z2_13_1_ROI_004_png.rf.bf602bb5e3263cb27d29fbe422df2d3e.txt,3,2,13,1,004,1,0.4046875,0.3328125,0.22109375,0.0890625
Test_Case_3_Z2_13_1_ROI_005_png.rf.e64a1f783fcce41a9e602ed8bf161261.txt,3,2,13,1,005,1,0.41328125,0.55859375,0.3359375,0.1296875
Test_Case_3_Z2_13_2_ROI_001_png.rf.93521240edebd4f57a8fed48879968dd.txt,3,2,13,2,001,1,0.525,0.48125,0.253125,0.10703125
Test_Case_3_Z2_13_2_ROI_004_png.rf.694a571df07a69478bfd24a403d669e0.txt,3,2,13,2,004,1,0.38046875,0.40078125,0.22578125,0.07890625
Test_Case_3_Z2_13_3_ROI_001_png.rf.eca872369fc6ca19f81c446cc2dc9b74.txt,3,2,13,3,001,1,0.49296875,0.5046875,0.24609375,0.103125
Test_Case_3_Z2_13_3_ROI_002_png.rf.b879a5bc0b89cb0d84931c6d5426f676.txt,3,2,13,3,002,1,0.4140625,0.4671875,0.2546875,0.1421875
Test_Case_2_Z2_4_3_ROI_001_png.rf.a7c7f175dec03608cb742fc743dd40fd.txt,2,2,4,3,001,1,0.56015625,0.48125,0.28046875,0.115625
Test_Case_2_Z2_4_3_ROI_002_png.rf.9ecef1d30e8fc8edb260474baa9b69e0.txt,2,2,4,3,002,1,0.42265625,0.4109375,0.24921875,0.10703125
Test_Case_2_Z2_4_3_ROI_003_png.rf.72d90672cbc3e17920a9797b54f44f96.txt,2,2,4,3,003,1,0.4359375,0.4765625,0.23203125,0.11015625
Test_Case_2_Z2_4_3_ROI_004_png.rf.df488118466dedec9d2c889271710fad.txt,2,2,4,3,004,1,0.4640625,0.42421875,0.24453125,0.1125
Test_Case_2_Z2_4_4_ROI_003_png.rf.bcc5fc487d0c31473154aec10e8e339c.txt,2,2,4,4,003,1,0.44453125,0.46484375,0.25546875,0.10625
Test_Case_2_Z2_4_4_ROI_004_png.rf.c936b582e4e640c7fb5b040011085243.txt,2,2,4,4,004,1,0.471875,0.45,0.24140625,0.10703125
Test_Case_2_Z2_4_4_ROI_005_png.rf.cf895545ecc7c4b57ed9b5d25cfc4b6c.txt,2,2,4,4,005,1,0.375,0.49296875,0.28515625,0.09609375
Test_Case_2_Z2_4_5_ROI_001_png.rf.b88552bd041070deced01668e985cc20.txt,2,2,4,5,001,1,0.57578125,0.471875,0.25,0.10234375
Test_Case_2_Z2_12_5_ROI_004_png.rf.20edbbe9842abaa7a736d7392f136105.txt,2,2,12,5,004,1,0.47109375,0.31328125,0.22109375,0.12734375
Test_Case_2_Z2_12_5_ROI_005_png.rf.bac1f9522de2382e7a2bc6bb543974c3.txt,2,2,12,5,005,1,0.434375,0.46015625,0.30390625,0.109375
Test_Case_2_Z2_13_1_ROI_002_png.rf.4da20dc97f40803ccc81556ea67629a3.txt,2,2,13,1,002,1,0.43359375,0.4375,0.2484375,0.10703125
Test_Case_2_Z2_13_1_ROI_003_png.rf.518c43747dea139b2d586c8f46077b9f.txt,2,2,13,1,003,1,0.428125,0.46640625,0.24375,0.09296875
Test_Case_2_Z2_13_1_ROI_004_png.rf.168fccf38851c789a24db631a23f0319.txt,2,2,13,1,004,1,0.453125,0.4,0.21640625,0.13125
Test_Case_2_Z2_13_2_ROI_001_png.rf.980440f8b40d2a4155f38d4bf29baaaa.txt,2,2,13,2,001,1,0.5765625,0.47578125,0.278125,0.1171875
Test_Case_2_Z2_13_2_ROI_002_png.rf.1664fff1b16490ed97e7c105788988f0.txt,2,2,13,2,002,1,0.45078125,0.41875,0.25,0.10625
Test_Case_2_Z2_13_2_ROI_004_png.rf.7b19025b5ec2bc5d72096aef384652a0.txt,2,2,13,2,004,1,0.48359375,0.459375,0.23046875,0.1140625
Test_Case_1_Z1_E-1_4_ROI_001_png.rf.ae71e39aea5ba791baf3a31460204ded.txt,1,1,E-1,4,001,0,0.628125,0.55625,0.25625,0.07578125
Test_Case_1_Z1_E-1_4_ROI_001_png.rf.f7de6577ef98f3765b3b62156f1a6d2b.txt,1,1,E-1,4,001,1,0.3453125,0.5234375,0.21484375,0.0484375
Test_Case_1_Z1_E-1_4_ROI_002_png.rf.09c82bc14b47df7036a05997125ededa.txt,1,1,E-1,4,002,1,0.30859375,0.53984375,0.2359375,0.071875
Test_Case_1_Z1_E-1_5_ROI_001_png.rf.4fbc7dd616b4886c837cb47e3cf95afd.txt,1,1,E-1,5,001,0,0.5984375,0.50078125,0.28515625,0.1421875
Test_Case_1_Z1_E-1_5_ROI_001_png.rf.7ad41495cdee0ea99687b742a379225b.txt,1,1,E-1,5,001,1,0.33515625,0.52109375,0.2203125,0.05078125
Test_Case_1_Z2_0_1_ROI_002_png.rf.518b0870d7bec7c5768bdd5612a1d458.txt,1,2,0,1,002,1,0.43046875,0.48515625,0.2453125,0.134375
Test_Case_1_Z2_0_1_ROI_003_png.rf.123a4d5de5787451aee49fb9399166fa.txt,1,2,0,1,003,1,0.3890625,0.484375,0.23828125,0.1296875
Test_Case_1_Z2_0_1_ROI_005_png.rf.6e48fa0734a1267e5e83629aad1230c6.txt,1,2,0,1,005,1,0.41796875,0.47421875,0.34375,0.08515625
Test_Case_2_Z1_E-1_1_ROI_001_png.rf.438635d98b28a49404d948566f3541b1.txt,2,1,E-1,1,001,1,0.44921875,0.53671875,0.2203125,0.07890625
Test_Case_2_Z1_E-1_4_ROI_001_png.rf.a74ef91ff5dc76e99e453290b693d1f0.txt,2,1,E-1,4,001,0,0.59765625,0.53046875,0.2875,0.17421875
Test_Case_2_Z2_0_2_ROI_002_png.rf.bdfa158085ebf47a4a5d0823b1bc1a31.txt,2,2,0,2,002,1,0.4546875,0.41953125,0.259375,0.10703125
Test_Case_2_Z2_0_5_ROI_005_png.rf.8c0d0f9c93386f9a261954071a674b4f.txt,2,2,0,5,005,1,0.43125,0.45546875,0.28203125,0.11328125
Test_Case_2_Z2_10_5_ROI_004_png.rf.2f8dcd38768b2ffbb7bf3a553f2fbd8c.txt,2,2,10,5,004,1,0.4640625,0.31171875,0.22890625,0.1390625
Test_Case_2_Z2_11_3_ROI_004_png.rf.14377cd6928a85b6ecfa844cb049d762.txt,2,2,11,3,004,1,0.46015625,0.421875,0.22421875,0.10546875
Test_Case_2_Z2_12_1_ROI_001_png.rf.a8b06fa68f0f8a8e7b1693536fc5c2cd.txt,2,2,12,1,001,1,0.55859375,0.49765625,0.25859375,0.08046875
Test_Case_2_Z2_12_5_ROI_003_png.rf.994ef29366f9ddd23b5cd7694b70dee6.txt,2,2,12,5,003,1,0.45,0.37578125,0.2546875,0.08203125
Test_Case_2_Z2_13_2_ROI_005_png.rf.8a3c4cee49f82e0df0f86ecc7388ef55.txt,2,2,13,2,005,1,0.4109375,0.51015625,0.29375,0.09296875
Test_Case_2_Z2_14_2_ROI_001_png.rf.e83f456c8aa4771c2de314987e5acd94.txt,2,2,14,2,001,1,0.578125,0.48125,0.27578125,0.103125
Test_Case_2_Z2_14_4_ROI_004_png.rf.36132c39e5acfe6c637c747aff8e9f2e.txt,2,2,14,4,004,1,0.4765625,0.446875,0.23828125,0.1171875
Test_Case_2_Z2_1_2_ROI_001_png.rf.092c4a87575aa9ea42f96bb5429cb073.txt,2,2,1,2,001,1,0.56875,0.48359375,0.25703125,0.09921875
Test_Case_2_Z2_2_1_ROI_004_png.rf.7f453fa680c79473cb3deb54cf177f13.txt,2,2,2,1,004,1,0.4484375,0.39765625,0.24453125,0.13125
Test_Case_2_Z2_2_4_ROI_004_png.rf.422929d08ac134b00b27ede0e883396a.txt,2,2,2,4,004,1,0.475,0.44453125,0.234375,0.11484375
Test_Case_2_Z2_3_2_ROI_004_png.rf.55cc600c4e794e42bc258bc3f1eabe27.txt,2,2,3,2,004,1,0.48046875,0.46171875,0.2328125,0.10703125
Test_Case_4_Z2_12_3_ROI_002_png.rf.0175df2ec2e7e3e3fc26c3417f64f336.txt,4,2,12,3,002,1,0.30859375,0.496875,0.24609375,0.121875
Test_Case_4_Z2_12_3_ROI_003_png.rf.b6b9a2ad7ed03b0a795ca68078abd600.txt,4,2,12,3,003,1,0.32421875,0.4515625,0.2609375,0.121875
Test_Case_4_Z2_12_4_ROI_002_png.rf.44014561079c7d7dcf424ec907df62e0.txt,4,2,12,4,002,1,0.346875,0.48515625,0.23984375,0.1140625
Test_Case_4_Z2_12_4_ROI_003_png.rf.f9ca6dd9c9032fa486a0b3f4d3f82bed.txt,4,2,12,4,003,1,0.33828125,0.49921875,0.25234375,0.1296875
Test_Case_4_Z2_12_4_ROI_004_png.rf.f26d729b61bd8ae34a5c87e3fc831b30.txt,4,2,12,4,004,1,0.3359375,0.42109375,0.26171875,0.10078125
Test_Case_4_Z2_12_5_ROI_002_png.rf.79085f341f5fe81d351181079a1ec9d5.txt,4,2,12,5,002,1,0.37109375,0.509375,0.23359375,0.12265625
Test_Case_4_Z2_12_5_ROI_003_png.rf.91e5c3c1da01632dbfbe2d3c41236b7f.txt,4,2,12,5,003,1,0.353125,0.50546875,0.24921875,0.13046875
Test_Case_5_Z2_E-1_3_ROI_004_png.rf.674edae088787678736350d6b3b3dff9.txt,5,2,E-1,3,004,1,0.390625,0.36015625,0.259375,0.090625
Test_Case_5_Z2_E-1_3_ROI_005_png.rf.bf2c035099c62b9514d82115a0378255.txt,5,2,E-1,3,005,1,0.39140625,0.52578125,0.38359375,0.1140625
Test_Case_5_Z2_E-1_4_ROI_001_png.rf.6f7e1f4cfa041d3586a4bf1da4e40582.txt,5,2,E-1,4,001,1,0.4703125,0.52890625,0.2734375,0.12109375
Test_Case_5_Z2_E-1_4_ROI_003_png.rf.71492453563bdc164b0ca99286966af8.txt,5,2,E-1,4,003,1,0.3703125,0.52890625,0.25625,0.134375
Test_Case_5_Z2_E-1_4_ROI_004_png.rf.1741b85b5c8c8a07e56c0939c788388f.txt,5,2,E-1,4,004,1,0.36875,0.41796875,0.26015625,0.1125
Test_Case_5_Z2_E-1_4_ROI_005_png.rf.1a62710940b7019173694d1d51dd8237.txt,5,2,E-1,4,005,1,0.36484375,0.52890625,0.35703125,0.09296875
Test_Case_5_Z2_E-1_5_ROI_002_png.rf.b859e6ade84de416445b14ce6846b64d.txt,5,2,E-1,5,002,1,0.3890625,0.25,0.2484375,0.09453125
Test_Case_5_Z2_E-1_5_ROI_003_png.rf.65a25ef44a1a3bb63a7d60208f74c425.txt,5,2,E-1,5,003,1,0.31875,0.28984375,0.23984375,0.13515625
Test_Case_6_Z1_2_5_ROI_001_png.rf.5bee6edc967779b2359237d87e80fdca.txt,6,1,2,5,001,1,0.8546875,0.45859375,0.22265625,0.10546875
Test_Case_6_Z1_3_1_ROI_001_png.rf.b9de3d5edf718c21122cebab7e8fc8ba.txt,6,1,3,1,001,1,0.82734375,0.51796875,0.2265625,0.0734375
Test_Case_6_Z1_3_1_ROI_002_png.rf.23965ecb631ad7c1db4032227dd23208.txt,6,1,3,1,002,1,0.40546875,0.515625,0.234375,0.06640625
Test_Case_6_Z1_3_2_ROI_001_png.rf.31c1cc3a7593b2e2f860bf46f4561966.txt,6,1,3,2,001,1,0.84296875,0.50625,0.22578125,0.109375
Test_Case_6_Z1_3_3_ROI_001_png.rf.dceb2deb08e988afa818dfd66dc00bc0.txt,6,1,3,3,001,1,0.87265625,0.5140625,0.23515625,0.0953125
